,CompanyName,Cusine,Importance,Address,PhoneNumber,Website,NumReviews,Overall,PriceRange,Prices,Puntuation
374,Osteria Donna Teresa,['Vegetarian Friendly'],"#379 of 2,742 Restaurants in Naples","Via Michele Kerbaker 58, 80129, Naples Italy",+39 081 556 7070,http://www.facebook.com/pages/Osteria-Donna-Teresa/335193416578401,577,4.0,Na,Na,"['19', '11', '5', '4', '2']"
375,Pizzeria Vittoria,"['Italian', ' Pizza', ' Neapolitan', ' Campania', ' Southern-Italian']","#377 of 2,742 Restaurants in Naples","Via Sant'Antonio a Capodimonte 11, 80131, Naples Italy",+39 081 741 5088,https://www.facebook.com/pages/Pizzeria-Vittoria/483054321857652,140,4.5,€3 - €7,Na,"['8', '2', '0', '0', '1']"
376,Taverna La Riggiola,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#378 of 2,742 Restaurants in Naples","Vico Satriano, 12 RIviera di Chiaia, 80121, Naples Italy",+39 333 644 0639,http://tavernalariggiola.com/,108,4.5,€36 - €63,Na,"['3', '0', '0', '0', '0']"
377,Paninoteca Da Francesco,"['Takeout', ' Delivery']","#370 of 2,742 Restaurants in Naples","Piazza Sannazzaro 64/65, 80122, Naples Italy",+39 349 551 4470,https://www.facebook.com/paninotecadafrancesco/,116,4.5,Na,Na,"['3', '0', '0', '0', '0']"
378,Ristorante Bianco specialità baccalà pesce e...,"['Italian', ' Seafood']","#380 of 2,742 Restaurants in Naples","Via Circumvallazione Esterna 5 Rotonda Di Arzano, 80144, Naples Italy",+39 081 573 1358,http://www.ristorantebianco.it/,164,4.5,€5 - €15,Na,"['1', '0', '0', '0', '0']"
379,Chiaja Cafe,['Vegetarian Friendly'],"#381 of 2,742 Restaurants in Naples","Via di Chiaia 159, 80121, Naples Italy",+39 081 420 7241,https://www.facebook.com/chiajacafe/,122,4.5,Na,Na,"['13', '1', '0', '0', '2']"
380,Diego,"['Lunch', ' Dinner']","#382 of 2,742 Restaurants in Naples","Piazzetta Ascensione Situato in piazzetta Ascensione, alla sinistra della chiesa., Naples Italy",+39 081 1816 6133,http://www.diegoascensione.com/,88,4.5,Na,Na,"['3', '0', '0', '0', '0']"
381,Trattoria Toledo,['Vegetarian Friendly'],"#383 of 2,742 Restaurants in Naples","Vico Teatro Nuovo 47, 80134, Naples Italy",+39 081 407171,https://www.facebook.com/Trattoriatoledo,933,4.0,Na,Na,"['50', '14', '14', '10', '21']"
382,10 Diego Vitagliano Pizzeria,"['Pizza', ' Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#385 of 2,742 Restaurants in Naples","Via Nuova Agnano 1, 80125, Naples Italy",+39 081 1858 1919,http://www.facebook.com/10pizzeriabagnoli/,1021,4.0,€10 - €22,Na,"['8', '1', '5', '0', '0']"
383,Amir,"['Vegetarian Friendly', ' Vegan Options']","#385 of 2,742 Restaurants in Naples","Via Santa Chiara 25 Piazza Bellini 64, 80134, Naples Italy",+39 081 552 7380,http://www.ristorantearabo.it/,228,4.0,Na,Na,"['5', '2', '1', '0', '0']"
384,Muu Muuzzarella,"['Italian', ' Neapolitan', ' Campania', ' Southern-Italian']","#387 of 2,742 Restaurants in Naples","Via Partenope 18, 80121, Naples Italy",+39 081 764 4540,http://muuzzarella.it/,575,4.0,€15 - €40,"[4.0, 6.0, 9.0]","['13', '7', '7', '1', '6']"
385,EVO 50 - Fuorigrotta,"['Italian', ' Pizza', ' Neapolitan']","#388 of 2,742 Restaurants in Naples","Via Terracina 375-379, 80125, Naples Italy",+39 081 215 9880,https://www.evo50.it/napoli-fuorigrotta/,155,4.5,€5 - €15,Na,"['1', '0', '0', '0', '0']"
386,Trattoria Fedele,"['Italian', ' Seafood', ' Mediterranean', ' Gastropub', ' Neapolitan', ' Campania', ' Southern-Italian']","#389 of 2,742 Restaurants in Naples","Via Dei Cimbri 32, 80138, Naples Italy",+39 081 225 8058,https://www.facebook.com/Trattoria-Fedele-1263467200370377/,319,4.0,€5 - €10,"[7.0, 7.0, 9.0, 8.0, 10.0, 12.0, 10.0, 20.0]","['30', '5', '3', '0', '4']"
387,Pizzeria La Campanella,"['Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#390 of 2,742 Restaurants in Naples","Via Augusto Witting 7/9, 80133, Naples Italy",+39 327 785 8162,https://www.facebook.com/hlcpizzerialacampanella/,134,4.5,€4 - €8,Na,"['10', '0', '0', '0', '0']"
388,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
389,Amoroso dal 1876 Ristorante Pizzeria,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#391 of 2,742 Restaurants in Naples","Piazza Giuseppe Garibaldi 121, 80142, Naples Italy",+39 081 269988,http://www.amoroso1876.it/,291,4.0,€6 - €25,"[5.5, 7.5, 7.0, 6.0, 14.0, 4.0]","['46', '17', '2', '6', '7']"
390,Valu',"['Italian', ' Mediterranean', ' European', ' Neapolitan', ' Campania', ' Southern-Italian']","#392 of 2,742 Restaurants in Naples","Vico Lungo del Gelso 80, 80134, Naples Italy",+39 081 038 1139,http://www.valu.it/,997,4.0,€15 - €45,Na,"['78', '48', '6', '6', '4']"
391,Apoteca Winery,['Dinner'],"#393 of 2,742 Restaurants in Naples","Vico Berio 11, 80132, Naples Italy",+39 351 252 2939,http://www.facebook.com/ApotecaDrink/,42,5.0,Na,Na,"['5', '0', '0', '0', '0']"
392,Gusto E Passione,"['Vegetarian Friendly', ' Vegan Options']","#394 of 2,742 Restaurants in Naples","Corso Giuseppe Garibaldi 42 Fronte Circumvesuviana di Napoli/Vicino Stazione Napoli centrale, 80142, Naples Italy",+39 081 1820 5856,http://www.facebook.com/gustoepassionenapoli/,94,4.5,Na,"[3.5, 4.5, 6.5, 5.0]","['4', '0', '0', '0', '0']"
393,Ristorante Pizzeria Un Posto Al Sole,['Vegetarian Friendly'],"#395 of 2,742 Restaurants in Naples","Via Taddeo Da Sessa, 67, Naples Italy",+39 081 554 1723,http://it-it.facebook.com/pages/Un-Posto-Al-Sole-Ristorante-e-Pizzeria/415570728492306,543,4.0,Na,Na,"['15', '7', '0', '0', '0']"
394,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
395,Pub Alaska,"['Italian', ' Bar', ' Barbecue', ' Pub']","#396 of 2,742 Restaurants in Naples","Via Francesco Fracanzano 13/Bis, 80127, Naples Italy",+39 081 1980 4962,http://www.alaskapub.it/,397,4.0,€10 - €30,Na,"['3', '0', '0', '0', '0']"
396,Un Sorriso Integrale,"['Italian', ' Mediterranean', ' Arabic', ' Medicinal foods']","#398 of 2,742 Restaurants in Naples","Vico San Pietro a Maiella 6, 80138, Naples Italy",+39 081 455026,http://www.sorrisointegrale.com/,816,4.0,€7 - €15,Na,"['45', '25', '4', '6', '5']"
397,Transatlantico,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' European', ' Neapolitan', ' Campania', ' Southern-Italian']","#399 of 2,742 Restaurants in Naples","Via Luculliana 15, 80132, Naples Italy",+39 081 764 9201,https://www.transatlanticonapoli.com/,961,4.0,€22 - €45,Na,"['75', '52', '33', '9', '16']"
398,Ampressa Ampress,"['Vegetarian Friendly', ' Vegan Options']","#399 of 2,742 Restaurants in Naples","Via Lavinaio 164 Napoli, Naples Italy",+39 081 554 0702,http://www.ampressaampress.it/,129,4.5,Na,Na,"['14', '3', '0', '1', '0']"
399,Pizzaria La Notizia,"['Vegetarian Friendly', ' Vegan Options']","#403 of 2,742 Restaurants in Naples","Via Michelangelo da Caravaggio 53, 80126, Naples Italy",+39 081 714 2155,http://www.pizzarialanotizia.com/,2716,4.0,Na,Na,"['35', '8', '1', '1', '0']"
400,Pizzeria Ciarly,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' European', ' Neapolitan', ' Campania', ' Southern-Italian']","#404 of 2,742 Restaurants in Naples","Piazzale Vincenzo Tecchio 36, 80125, Naples Italy",+39 081 239 6137,http://www.facebook.com/Ciarly-588923757831936,709,4.0,€10 - €30,Na,"['11', '5', '1', '1', '1']"
401,1000 Gourmet,"['Pizza', ' Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#402 of 2,742 Restaurants in Naples","Via San Pasquale 51, 80121, Naples Italy",+39 081 406914,http://www.1000gourmet.it/,327,4.0,€5 - €20,"[15.0, 8.0, 2.5, 2.5]","['6', '1', '0', '0', '0']"
402,Omu,"['Japanese', ' Seafood', ' Sushi', ' Fusion']","#406 of 2,742 Restaurants in Naples","Via Chiatamone 53, 80121, Naples Italy",+39 391 742 5474,http://www.omurestaurant.com/,131,4.5,€25 - €35,Na,"['5', '0', '1', '1', '0']"
403,SALUMERIA UPNEA,"['Italian', ' Brew Pub', ' Bar', ' Mediterranean', ' European', ' Healthy', ' Neapolitan', ' Campania', ' Southern-Italian']","#404 of 2,742 Restaurants in Naples","Via San Giovanni Maggiore Pignatelli 34/35, 80134, Naples Italy",+39 081 1936 4649,http://www.salumeriaupnea.it/,648,4.0,€15 - €55,"[10.0, 16.0, 12.0]","['38', '10', '5', '3', '2']"
404,Olio & Pomodoro,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#407 of 2,742 Restaurants in Naples","Via Francesco Cilea 270/272, 80127, Naples Italy",+39 081 642003,http://www.olioepomodoro.it/,448,4.0,€8 - €13,Na,"['1', '3', '0', '0', '0']"
405,NO.RO,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#406 of 2,742 Restaurants in Naples","Via Rampe di Sant'Antonio a Posillipo 109, 80123, Naples Italy",+39 081 660015,http://www.no-ro.it/,179,4.5,€25 - €100,Na,"['0', '0', '0', '0', '2']"
406,Gio.Vin Club,"['Brew Pub', ' Neapolitan', ' Italian', ' Wine Bar', ' Gastropub']","#407 of 2,742 Restaurants in Naples","Via Michelangelo da Caravaggio 56 Di fronte alla Pizzeria LA NOTIZIA ed accanto alla braceria PASTORE, 80126, Naples Italy",+39 391 488 1850,https://www.facebook.com/Gio.VinClub/,60,5.0,€5 - €15,Na,"['54', '3', '2', '0', '1']"
407,Attanasio - ristorante & pizzeria,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#408 of 2,742 Restaurants in Naples","Piazza G. Garibaldi 106/107/108, 83100, Naples Italy",+39 081 1857 7527,https://www.facebook.com/AttasioPizzeria/,535,4.0,Na,Na,"['37', '10', '4', '5', '20']"
408,La Cantina di Via Sapienza,"['Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#409 of 2,742 Restaurants in Naples","Via della Sapienza 40, 80138, Naples Italy",+39 081 459078,http://www.cantinadiviasapienza.it/,210,4.0,€13 - €27,Na,"['20', '10', '3', '2', '1']"
409,Trattoria Da Michele,"['Italian', ' Seafood', ' Mediterranean', ' European', ' Deli', ' Neapolitan', ' Campania', ' Southern-Italian']","#416 of 2,742 Restaurants in Naples","Via Caravaggio 3/5/7 Crossroads with Via Manzoni, 80126, Naples Italy",+39 081 714 6121,http://www.trattoriadamichele.it/,72,4.5,€8 - €15,Na,"['45', '23', '1', '3', '0']"
410,Porkis,"['Italian', ' Bar', ' Pub', ' Neapolitan', ' Campania', ' Southern-Italian']","#417 of 2,742 Restaurants in Naples","Via Foria 272, 80100, Naples Italy",+39 333 589 5686,https://www.facebook.com/pages/category/Sandwich-Shop/Porkis-206170362766853/,278,4.0,€2 - €10,Na,"['3', '0', '0', '0', '0']"
411,Trattoria Napoli Notte,"['Italian', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#418 of 2,742 Restaurants in Naples","Via Atri 32/A, 80138, Naples Italy",+39 081 455381,http://www.facebook.com/pages/Napoli-Notte/462389367156422,878,4.0,€7 - €25,Na,"['57', '29', '13', '8', '8']"
412,Ristorante Don Antonio,['Italian'],"#416 of 2,742 Restaurants in Naples","Via Vito Moyo 17 2 Traversa Via Romano, 80100, Naples Italy",+39 081 827 4402,https://www.facebook.com/ristorante-don-Antonio-154376307950396/?rf=423287881123690,209,4.5,€18 - €35,Na,"['140', '41', '14', '0', '14']"
413,Ristorante Bella Cina,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#417 of 2,742 Restaurants in Naples","Calata San Marco, 15, Naples Italy",+39 081 551 2308,http://www.facebook.com/pages/Ristorante-Bella-Cina/112119972182964,575,4.0,Na,Na,"['15', '11', '4', '1', '3']"
414,Paradisoblanco,"['Vegetarian Friendly', ' Gluten Free Options']","#418 of 2,742 Restaurants in Naples","Via Catullo, 13, Naples Italy",+39 081 247 5107,http://www.paradisoblanco.it/,255,4.0,Na,Na,"['16', '2', '4', '3', '1']"
415,Gnoccari,"['Neapolitan', ' Campania', ' Southern-Italian', ' Italian']","#408 of 2,742 Restaurants in Naples","Riviera di Chiaia 265/266, 80121, Naples Italy",+39 081 304 3966,http://www.facebook.com/GnoccariNapoli/,139,4.5,€10 - €25,"[8.0, 8.0, 12.0, 8.0, 8.0, 13.0]","['1', '0', '0', '0', '0']"
416,Flègo,['Vegetarian Friendly'],"#422 of 2,742 Restaurants in Naples","Piazza Gabriele d'Annunzio, 80125, Naples Italy",+39 339 752 8449,https://www.facebook.com/Fl%C3%A8go-328142194024579/,112,4.5,Na,Na,"['0', '1', '0', '0', '0']"
417,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
418,Barril,"['Vegetarian Friendly', ' Vegan Options']","#423 of 2,742 Restaurants in Naples","Via Giuseppe Fiorelli 11, 80121, Naples Italy",+39 393 981 4362,http://www.barril.it/,258,4.0,Na,Na,"['19', '1', '0', '0', '0']"
419,La Frescheria,['Gluten Free Options'],"#424 of 2,742 Restaurants in Naples","Via Francesco Fracanzano 8/C, 80127, Naples Italy",+39 081 578 2149,https://www.facebook.com/lafrescheriabottegadelgusto/,283,4.0,Na,"[35.0, 25.0, 20.0]","['3', '3', '0', '0', '0']"
420,Altogrado Vineria,"['Wine Bar', ' Mediterranean']","#343 of 2,742 Restaurants in Naples","Via Don Luigi Sturzo 11, 80128, Naples Italy",+39 081 560 7094,https://www.facebook.com/Altogrado-Vineria-560202980995087/?ref=py_c,83,4.5,€12 - €40,Na,"['69', '9', '1', '2', '2']"
421,Herr Daniel,"['Gluten Free Options', ' Vegetarian Friendly']","#426 of 2,742 Restaurants in Naples","Via Angelica Kauffman, 15, 80128, Naples Italy",+39 081 556 5989,http://www.herrdaniel.it/,1253,4.0,Na,Na,"['2', '1', '2', '0', '0']"
422,La Cantinella,"['Vegetarian Friendly', ' Gluten Free Options']","#425 of 2,742 Restaurants in Naples","Via Cuma 42 Angolo Via Nazario Sauro Lungomare Santa Lucia, 80132, Naples Italy",+39 081 764 8684,http://www.lacantinella.it/,561,4.0,Na,"[55.0, 14.0, 18.0, 20.0, 18.0]","['51', '24', '14', '10', '9']"
423,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
424,Taj Mahal Ristorante Indiano,"['Indian', ' Asian']","#425 of 2,742 Restaurants in Naples","Via San Giacomo 25, 26, 80133, Naples Italy",+39 320 352 0399,http://www.facebook.com/ristoranteindianonapoli1,307,4.0,€3 - €20,Na,"['45', '23', '9', '7', '6']"
425,Birreria Babette,"['Vegetarian Friendly', ' Gluten Free Options']","#428 of 2,742 Restaurants in Naples","Via Raffaele Caravaglios 27, 80125, Naples Italy",+39 081 239 9212,http://www.babettegroup.it/,836,4.0,Na,Na,"['0', '1', '1', '0', '1']"
426,Sakurajima Fusion Lab,"['Vegetarian Friendly', ' Gluten Free Options']","#428 of 2,742 Restaurants in Naples","Via Torquato Tasso, 217-219-221, 80127, Naples Italy",+39 081 761 6193,http://sakurajima-fusion-lab.thefork.rest/,207,4.0,Na,Na,"['1', '0', '0', '0', '0']"
427,antica trattoria e pizzeria da peppino napoli,"['Vegetarian Friendly', ' Vegan Options']","#429 of 2,742 Restaurants in Naples","Via Trinita Degli Spagnoli Also In Vico Along Muliebri 58, 80134, Naples Italy",+39 081 407649,http://www.facebook.com/Antica-trattoria-da-peppino-785067034866950/,648,4.0,Na,"[7.0, 15.0, 2.0]","['56', '22', '9', '3', '7']"
428,La Focaccia Della Signora Dal 1962,"['Vegan Options', ' Vegetarian Friendly']","#430 of 2,742 Restaurants in Naples","Via Saverio Altamura 19, 80128, Naples Italy",+39 081 579 7952,http://www.facebook.com/La-focaccia-della-signora-dal-1962-118249578218893/,85,4.5,Na,Na,"['69', '12', '3', '0', '1']"
429,Il Macello,['Gluten Free Options'],"#431 of 2,742 Restaurants in Naples","Via Vittoria Colonna 10A, 80121, Naples Italy",+39 081 1910 1542,http://ilmacello.com/,239,4.0,Na,"[9.0, 9.0, 12.0]","['6', '3', '1', '0', '0']"
430,Passione di Sofi,['Vegetarian Friendly'],"#432 of 2,742 Restaurants in Naples","Via Benedetto Croce 42, 80134, Naples Italy",+39 390 81405141,http://www.passionedisofi.com/,338,4.0,Na,Na,"['4', '6', '5', '0', '0']"
431,Ristorante Osteria Il Garum,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#433 of 2,742 Restaurants in Naples","Piazza Monteoliveto Alle Spalle di Piazza Carita',via Toledo, 80134, Naples Italy",+39 081 542 3228,https://www.ristoranteilgarum.com/,813,4.0,€15 - €70,Na,"['84', '63', '14', '12', '2']"
432,Pizzeria del Portico,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#434 of 2,742 Restaurants in Naples","Via Dei Tribunali 354, 80138, Naples Italy",+39 081 293048,https://www.facebook.com/Pizzeria-Del-Portico-1928533174042153/,213,4.0,€3 - €9,"[3.5, 8.0, 10.0, 5.0, 5.0, 2.0, 2.0, 2.5, 2.0, 2.5]","['11', '8', '1', '1', '1']"
433,Vineapolis,['Drinks'],"#435 of 2,742 Restaurants in Naples","Viale Campi Flegrei 22/A Bagnoli-Napoli Napoli, 80124, Naples Italy",+39 081 570 2549,https://www.facebook.com/Vineapolis/,74,4.5,Na,Na,"['0', '1', '0', '0', '0']"
434,Trattoria e Pizzeria Il Castello,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#436 of 2,742 Restaurants in Naples","Via Santa Teresa a Chiaia 38, 80121, Naples Italy",+39 334 159 6176,http://www.ilcastellotrattoriapizzeria.it/,266,4.0,€18 - €41,Na,"['29', '9', '1', '0', '0']"
435,Pizze Fritte,"['Lunch', ' Dinner']","#437 of 2,742 Restaurants in Naples","Via Giuseppe Simonelli 58, 80134, Naples Italy",+39 334 369 5502,https://pizze-fritte.business.site/,63,5.0,Na,Na,"['2', '0', '0', '0', '0']"
436,Nagairo,"['Vegetarian Friendly', ' Gluten Free Options']","#438 of 2,742 Restaurants in Naples","Piazza Dei Martiri 29, 80121, Naples Italy",+39 081 245 5027,https://www.facebook.com/nagairo.napoli/,102,4.5,Na,Na,"['2', '2', '0', '0', '0']"
437,Bialcubo,"['American', ' Brew Pub', ' Bar', ' Barbecue', ' Pub', ' Gastropub']","#439 of 2,742 Restaurants in Naples","Via Domenico Cimarosa 93/D, 80127, Naples Italy",+39 081 014 5360,http://www.bialcubo.it/,166,4.5,€8 - €15,Na,"['1', '0', '0', '0', '0']"
438,Pizzeria Trattoria Acunzo 1964,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#440 of 2,742 Restaurants in Naples","Via Domenico Cimarosa 60/62, 80127, Naples Italy",+39 081 578 5362,http://www.acunzo1964.it/,1105,4.0,€4 - €31,Na,"['19', '5', '5', '1', '2']"
439,Trattoria del Sole,['Vegetarian Friendly'],"#441 of 2,742 Restaurants in Naples","Vicoletto Rosario a Portamedina 25, 80134, Naples Italy",+39 339 614 6060,https://www.facebook.com/Trattoria-Del-Sole-Ex-CasilloDi-Salvatore-Estatico-Cristina-Siciliano-1733594610193522/?ref=hl,134,4.5,Na,Na,"['3', '4', '1', '0', '1']"
440,Crudo Cotto E Mangiato,"['Breakfast', ' Lunch', ' Dinner']","#442 of 2,742 Restaurants in Naples","Via Nolana 14, 80142, Naples Italy",+39 081 277 1540,http://www.crudocottoemangiato.it/,39,5.0,Na,"[5.0, 5.0, 8.0, 10.0, 7.0, 13.0, 15.0, 8.0, 8.0, 8.0]","['0', '1', '0', '0', '0']"
441,Cap'alice,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#445 of 2,742 Restaurants in Naples","Via Giovanni Bausan 28 m/n, 80121, Naples Italy",+39 081 1916 8992,http://www.facebook.com/Capalice/,229,4.0,€20 - €45,Na,"['9', '5', '0', '0', '0']"
442,Studio Burger,"['Barbecue', ' Pub', ' Brew Pub', ' Bar', ' Gastropub']","#444 of 2,742 Restaurants in Naples","Via Giordano Bruno 86, 80122, Naples Italy",+39 081 009 3841,http://studio-burger-1.thefork.rest/,330,4.0,€12 - €21,"[5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 9.5, 5.0, 4.0]","['3', '0', '0', '0', '0']"
